التاريخ,الزمن,المحافظة,المدينة,نوع المدينة,الطريق,مستوى الزحام (%),وقت التأخير (دقائق لـ10 كم),السرعة المتوسطة (كم/س),ساعة ذروة,حالة الطريق
2023-09-28,17:29,Cairo,Zeitoun,حضرية,Autostrad Road,48,39.1,27.7,نعم,جاف
2024-07-04,15:07,Alexandria,Stanley,حضرية,Stanley Bridge,45,36.1,20.8,نعم,جاف
2022-01-28,11:18,Alexandria,Miami,حضرية,Sidi Gaber Road,66,18.9,23.3,لا,جاف
2022-11-02,18:08,Giza,Agouza,حضرية,El-Lebbini St.,15,28.8,21.7,نعم,جاف
2024-05-28,00:13,Alexandria,Stanley,حضرية,Abu Qir Road,63,19.4,18.0,لا,جاف
2024-04-11,19:07,Cairo,Gesr El Suez,صناعية,6th October Bridge,53,30.599999999999998,21.1,نعم,جاف
2022-09-10,10:11,Qalyubia,Shibin El Qanater,ريفية,Obour Access Road,22,13.5,40.2,لا,تحت الصيانة
2024-05-21,18:10,Giza,6th October City,حضرية,Pyramids Road,75,31.6,17.4,نعم,مبلل
2023-07-14,12:17,Alexandria,Smouha,حضرية,Stanley Bridge,76,17.4,15.7,نعم,جاف
2022-03-02,16:49,Giza,Faisal,حضرية,Pyramids Road,68,29.3,16.9,نعم,جاف
2023-11-04,20:25,Qalyubia,Khanka,ريفية,Obour Access Road,30,10.4,42.7,لا,جاف
2025-04-01,08:46,Giza,Dokki,حضرية,Saqqara Road,70,31.679999999999996,26.1,نعم,جاف
2025-09-15,06:57,Alexandria,Miami,حضرية,Stanley Bridge,40,18.8,17.2,لا,جاف
2022-01-10,08:44,Cairo,Nasr City,حضرية,Al Mehwar Al Markazy,20,23.4,22.3,نعم,جاف
2023-12-25,19:45,Alexandria,San Stefano,حضرية,Kafr Abdou St.,74,31.1,26.8,نعم,جاف
2023-08-15,01:34,Cairo,Nasr City,حضرية,Al Azhar St.,61,18.4,21.7,لا,مبلل
2022-05-30,15:27,Alexandria,Miami,حضرية,Miami Beach Road,59,35.2,24.4,نعم,مبلل
2024-03-10,15:31,Cairo,Downtown,حضرية,Al Fangari Bridge,66,45.12,21.0,نعم,مبلل
2023-03-13,22:31,Alexandria,Roushdy,حضرية,El-Montazah Bridge,57,19.5,28.2,لا,جاف
2025-08-29,08:39,Giza,6th October City,حضرية,Faisal Road,74,25.7,24.1,نعم,جاف
2024-09-19,00:51,Alexandria,Sidi Gaber,حضرية,Gamal Abdel Nasser St.,41,18.2,21.4,لا,جاف
2022-11-16,18:59,Cairo,Gesr El Suez,صناعية,Al Fangari Bridge,13,25.4,25.4,نعم,جاف
2024-04-07,17:22,Alexandria,Stanley,حضرية,Corniche Road,76,45.24,29.6,نعم,مبلل
2022-04-02,08:40,Cairo,Heliopolis,حضرية,Autostrad Road,78,32.879999999999995,21.9,نعم,جاف
2024-11-01,17:20,Alexandria,Miami,حضرية,Desert Road,65,32.0,25.2,نعم,جاف
2024-10-24,19:59,Giza,Faisal,حضرية,Ring Road (Giza Section),58,33.4,17.0,نعم,جاف
2025-04-13,18:12,Luxor,Luxor First,سياحية,West Bank Road,15,26.4,38.0,نعم,مبلل
2025-03-08,16:26,Qalyubia,Qalyub,صناعية,Agricultural Road,45,35.279999999999994,27.6,نعم,مبلل
2022-02-17,20:43,Giza,Imbaba,حضرية,26th of July Corridor,47,18.4,28.2,لا,جاف
2024-09-16,00:39,Alexandria,San Stefano,حضرية,Stanley Bridge,31,16.8,23.6,لا,جاف
2022-10-11,16:32,Cairo,Zamalek,حضرية,Nasr Road,60,33.6,21.4,نعم,جاف
2022-08-16,15:41,Cairo,Nasr City,حضرية,Autostrad Road,18,28.4,21.3,نعم,جاف
2022-01-28,18:18,Cairo,Zamalek,حضرية,Suez Road,69,39.6,17.1,نعم,جاف
2025-03-21,12:15,Alexandria,Smouha,حضرية,El-Horreya Ave,74,22.679999999999996,22.1,نعم,جاف
2024-08-22,06:08,Alexandria,San Stefano,حضرية,El-Montazah Bridge,68,17.5,23.4,لا,تحت الصيانة
2022-09-22,15:04,Alexandria,Smouha,حضرية,Desert Road,41,30.9,19.9,نعم,جاف
2023-08-11,12:52,Cairo,Zeitoun,حضرية,Autostrad Road,78,18.4,27.1,نعم,تحت الصيانة
2022-03-25,15:26,Giza,Agouza,حضرية,Alexandria Desert Road,79,32.3,17.6,نعم,تحت الصيانة
2025-04-28,12:18,Cairo,Downtown,حضرية,Ramses St.,67,17.8,15.6,نعم,جاف
2024-04-10,19:07,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,77,36.6,28.8,نعم,جاف
2024-10-19,19:24,Cairo,Heliopolis,حضرية,15th of May Bridge,60,34.1,19.8,نعم,جاف
2025-09-10,03:33,Giza,Imbaba,حضرية,Pyramids Road,80,15.9,20.9,لا,جاف
2022-08-05,14:48,Cairo,Shubra,حضرية,Nasr Road,75,17.9,26.4,لا,جاف
2025-06-08,20:03,Alexandria,Miami,حضرية,Miami Beach Road,60,15.7,18.5,لا,جاف
2023-06-14,09:26,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,30,13.8,29.8,نعم,مبلل
2025-09-12,11:27,Cairo,Zamalek,حضرية,Nasr Road,62,16.3,19.8,لا,جاف
2022-04-14,15:34,Alexandria,Smouha,حضرية,Kafr Abdou St.,62,38.16,20.5,نعم,تحت الصيانة
2023-09-28,08:17,Cairo,Maadi,حضرية,Salah Salem St.,57,28.8,21.0,نعم,جاف
2022-05-25,07:51,Alexandria,Stanley,حضرية,Sidi Gaber Road,56,29.3,20.4,نعم,جاف
2023-01-12,10:30,Alexandria,San Stefano,حضرية,Desert Road,32,15.8,18.4,لا,جاف
2022-10-04,07:52,Beheira,Kafr El Dawar,صناعية,Damanhour-Rashid Road,55,21.0,26.6,نعم,جاف
2024-09-21,07:46,Cairo,Heliopolis,حضرية,Ring Road,18,27.1,17.0,نعم,جاف
2023-07-10,17:47,Giza,6th October City,حضرية,Giza Square,57,34.5,20.6,نعم,مبلل
2022-02-25,23:58,Giza,6th October City,حضرية,Faisal Road,61,18.6,21.5,لا,تحت الصيانة
2023-12-16,12:16,Cairo,Maadi,حضرية,Ring Road,24,16.8,19.6,نعم,تحت الصيانة
2024-03-04,09:16,Giza,Faisal,حضرية,Ring Road (Giza Section),64,29.7,20.6,نعم,جاف
2025-02-03,07:44,Giza,Haram,حضرية,El Mansoureya Road,46,22.0,20.0,نعم,جاف
2025-03-25,11:34,Giza,Haram,حضرية,El Mansoureya Road,67,21.84,15.4,لا,جاف
2023-10-08,13:50,Cairo,Zeitoun,حضرية,Al Fangari Bridge,50,16.9,21.3,لا,مبلل
2023-03-19,07:40,Giza,Sheikh Zayed City,حضرية,Pyramids Road,57,22.8,28.8,نعم,مبلل
2025-09-02,21:31,Alexandria,Miami,حضرية,Corniche Road,47,20.0,29.9,لا,جاف
2024-03-13,09:01,Cairo,Downtown,حضرية,Al Fangari Bridge,73,30.12,21.3,نعم,جاف
2022-10-25,18:33,Cairo,Zamalek,حضرية,Autostrad Road,62,30.0,21.8,نعم,جاف
2022-11-26,08:04,Qalyubia,Toukh,ريفية,Banha Bypass,10,16.3,41.1,نعم,جاف
2022-07-03,16:14,Alexandria,San Stefano,حضرية,El-Horreya Ave,49,32.4,30.0,نعم,جاف
2024-03-24,08:45,Alexandria,Montazah,حضرية,Kafr Abdou St.,70,33.6,17.4,نعم,جاف
2023-12-21,17:41,Alexandria,San Stefano,حضرية,Sidi Gaber Road,54,28.9,18.2,نعم,جاف
2024-07-19,05:29,Giza,Imbaba,حضرية,El Mansoureya Road,56,15.2,27.8,لا,مبلل
2023-03-05,09:58,Cairo,Maadi,حضرية,Ramses St.,34,26.0,20.8,نعم,جاف
2023-05-01,17:55,Giza,Faisal,حضرية,Ring Road (Giza Section),77,38.1,26.8,نعم,جاف
2025-05-23,12:16,Alexandria,Miami,حضرية,Miami Beach Road,57,18.2,28.1,نعم,جاف
2025-08-07,01:02,Giza,Imbaba,حضرية,Ring Road (Giza Section),28,17.5,22.4,لا,جاف
2024-02-16,23:39,Cairo,Nasr City,حضرية,Nasr Road,75,15.6,24.7,لا,جاف
2024-01-08,15:37,Sohag,Sohag First,حضرية,Sohag Eastern Road,49,28.3,26.0,نعم,جاف
2023-03-01,19:35,Giza,Imbaba,حضرية,Alexandria Desert Road,49,29.1,26.6,نعم,جاف
2024-12-12,02:17,Alexandria,Roushdy,حضرية,Stanley Bridge,57,18.2,19.9,لا,جاف
2023-01-31,11:53,Cairo,Nasr City,حضرية,6th October Bridge,27,18.2,23.5,لا,مبلل
2024-04-02,04:04,Cairo,Maadi,حضرية,Ramses St.,61,19.08,21.2,لا,جاف
2025-07-20,19:55,Alexandria,Glim,حضرية,Stanley Bridge,74,32.1,25.5,نعم,جاف
2025-07-04,10:06,Cairo,Heliopolis,حضرية,Al Fangari Bridge,60,16.5,29.2,لا,جاف
2022-06-14,14:55,Cairo,Zamalek,حضرية,Salah Salem St.,32,18.3,20.2,لا,جاف
2022-03-03,19:43,Alexandria,Montazah,حضرية,Sidi Gaber Road,45,39.7,16.3,نعم,مبلل
2025-03-09,17:13,Giza,Haram,حضرية,26th of July Corridor,57,46.8,22.5,نعم,جاف
2023-03-24,10:02,Alexandria,Stanley,حضرية,El-Montazah Bridge,75,22.56,21.6,لا,جاف
2025-08-11,07:14,Cairo,Gesr El Suez,صناعية,Al Azhar St.,13,19.4,30.9,نعم,جاف
2024-09-29,18:54,Alexandria,Glim,حضرية,Abu Qir Road,74,28.4,26.4,نعم,تحت الصيانة
2024-04-15,22:40,Giza,Haram,حضرية,El Bahr El Aazam St.,40,19.4,29.2,لا,جاف
2023-05-19,23:36,Cairo,Downtown,حضرية,Corniche El Nil,70,17.7,17.2,لا,جاف
2024-03-21,19:09,Cairo,Zeitoun,حضرية,Al Azhar St.,60,36.839999999999996,27.6,نعم,جاف
2024-03-02,02:43,Cairo,Downtown,حضرية,Autostrad Road,64,16.0,25.1,لا,جاف
2022-11-27,18:05,Cairo,Nasr City,حضرية,Suez Road,26,39.4,18.5,نعم,جاف
2022-09-07,12:23,Cairo,Downtown,حضرية,Corniche El Nil,40,17.1,28.4,نعم,مبلل
2022-05-02,15:06,Giza,Sheikh Zayed City,حضرية,Faisal Road,76,46.92,17.2,نعم,جاف
2025-03-19,12:37,Giza,Faisal,حضرية,El Bahr El Aazam St.,59,23.52,19.6,نعم,جاف
2024-11-10,23:39,Cairo,Gesr El Suez,صناعية,Al Azhar St.,24,12.1,23.3,لا,جاف
2025-01-31,17:02,Cairo,Heliopolis,حضرية,Al Mehwar Al Markazy,62,30.8,20.6,نعم,مبلل
2025-06-29,16:35,Cairo,Nasr City,حضرية,Ring Road,50,39.2,26.5,نعم,جاف
2023-10-31,00:42,Giza,6th October City,حضرية,El Mansoureya Road,17,17.3,22.7,لا,جاف
2024-05-06,01:30,Cairo,Heliopolis,حضرية,Al Azhar St.,67,18.2,29.7,لا,جاف
2022-10-16,12:29,Giza,Faisal,حضرية,Faisal Road,25,17.0,15.3,نعم,جاف
2022-11-23,08:05,Cairo,Zeitoun,حضرية,Salah Salem St.,70,29.8,20.6,نعم,مبلل
2023-04-20,08:31,Alexandria,Montazah,حضرية,Sidi Gaber Road,76,26.88,26.7,نعم,جاف
2024-05-03,12:54,Cairo,Heliopolis,حضرية,Ring Road,69,16.5,25.8,نعم,جاف
2022-07-16,10:45,Cairo,Maadi,حضرية,Corniche El Nil,26,16.8,20.3,لا,جاف
2024-08-24,23:04,Giza,Faisal,حضرية,Giza Square,73,16.9,18.2,لا,جاف
2023-12-01,06:22,Cairo,Nasr City,حضرية,Corniche El Nil,64,15.9,21.0,لا,تحت الصيانة
2024-06-07,12:05,Giza,Dokki,حضرية,26th of July Corridor,70,15.3,27.8,نعم,جاف
2023-02-16,09:39,Cairo,Maadi,حضرية,15th of May Bridge,44,22.1,15.2,نعم,جاف
2022-12-24,23:05,Alexandria,Sidi Gaber,حضرية,Miami Beach Road,27,19.2,27.5,لا,مبلل
2025-06-30,04:55,Alexandria,Sidi Gaber,حضرية,Sidi Gaber Road,49,15.8,28.2,لا,مبلل
2024-09-21,03:04,Giza,Agouza,حضرية,Saqqara Road,28,17.1,16.8,لا,جاف
2022-05-21,09:45,Giza,Agouza,حضرية,Ring Road (Giza Section),31,27.7,26.3,نعم,مبلل
2025-06-17,05:07,Cairo,Zeitoun,حضرية,6th October Bridge,51,16.3,23.3,لا,جاف
2025-06-02,15:24,Alexandria,Montazah,حضرية,Abu Qir Road,72,36.0,19.6,نعم,تحت الصيانة
2023-03-03,16:14,Giza,Agouza,حضرية,El Bahr El Aazam St.,64,32.0,16.0,نعم,جاف
2022-07-28,11:03,Port Said,Dawahi,حضرية,23rd of July St.,52,19.2,21.0,لا,جاف
2025-04-05,02:47,Qalyubia,Shibin El Qanater,ريفية,Shubra-Banha Road,32,8.9,37.8,لا,تحت الصيانة
2022-08-27,13:16,Giza,Haram,حضرية,Giza Square,53,18.1,23.1,لا,مبلل
2023-01-31,09:14,Alexandria,Miami,حضرية,Sidi Gaber Road,36,23.1,18.1,نعم,جاف
2024-05-28,17:13,Giza,6th October City,حضرية,El-Lebbini St.,76,29.0,22.5,نعم,مبلل
2023-01-29,02:38,Alexandria,Glim,حضرية,Sidi Gaber Road,79,15.3,30.0,لا,مبلل
2022-05-29,07:56,Cairo,Shubra,حضرية,15th of May Bridge,15,22.3,18.5,نعم,جاف
2022-09-30,23:03,Giza,Sheikh Zayed City,حضرية,Ring Road (Giza Section),66,17.5,23.2,لا,تحت الصيانة
2023-11-07,23:12,Monufia,Shebin El Kom,حضرية,Tala-Sadat Road,74,15.3,16.9,لا,جاف
2024-08-06,01:06,Qalyubia,Shibin El Qanater,ريفية,Obour Access Road,15,10.6,36.1,لا,مبلل
2022-07-13,16:07,Giza,Faisal,حضرية,Ring Road (Giza Section),49,35.7,16.0,نعم,جاف
2023-04-20,06:34,Giza,Imbaba,حضرية,Ring Road (Giza Section),72,19.92,26.4,لا,جاف
2023-03-13,12:25,Giza,Haram,حضرية,Ring Road (Giza Section),31,17.4,16.5,نعم,جاف
2023-12-01,05:01,Giza,Imbaba,حضرية,El Mansoureya Road,77,19.8,26.8,لا,جاف
2023-12-31,08:21,Cairo,Downtown,حضرية,15th of May Bridge,37,30.0,29.7,نعم,جاف
2023-05-19,11:34,Cairo,Heliopolis,حضرية,15th of May Bridge,65,19.4,28.0,لا,جاف
2024-07-08,21:28,Cairo,Heliopolis,حضرية,Salah Salem St.,52,18.2,17.2,لا,جاف
2022-03-01,03:29,Cairo,Nasr City,حضرية,Ring Road,58,18.9,18.7,لا,مبلل
2025-07-05,12:52,Alexandria,Roushdy,حضرية,El-Horreya Ave,48,17.0,26.3,نعم,جاف
2022-05-02,03:45,Alexandria,San Stefano,حضرية,Sidi Gaber Road,59,19.679999999999996,17.9,لا,جاف
2023-01-19,19:38,Qalyubia,Khanka,ريفية,Banha Bypass,5,18.2,36.6,نعم,جاف
2022-05-26,15:46,Giza,Imbaba,حضرية,Ring Road (Giza Section),19,35.0,21.9,نعم,جاف
2022-04-22,07:49,Giza,Haram,حضرية,El-Lebbini St.,58,26.4,17.8,نعم,جاف
2024-07-26,19:58,Giza,Sheikh Zayed City,حضرية,Saqqara Road,67,37.9,28.3,نعم,جاف
2025-01-11,22:02,Cairo,Zamalek,حضرية,Suez Road,39,19.3,17.0,لا,جاف
2023-12-17,02:43,Cairo,Gesr El Suez,صناعية,15th of May Bridge,37,13.5,33.6,لا,مبلل
2022-07-02,20:37,Cairo,Nasr City,حضرية,Al Mehwar Al Markazy,64,18.0,24.0,لا,جاف
2024-08-02,03:19,Cairo,Zeitoun,حضرية,Ramses St.,57,17.2,20.6,لا,جاف
2024-12-12,10:34,Cairo,Maadi,حضرية,Ring Road,19,17.5,20.9,لا,جاف
2022-10-08,06:33,Alexandria,Sidi Gaber,حضرية,Sidi Gaber Road,23,16.7,29.8,لا,مبلل
2023-04-20,17:36,Qalyubia,Shibin El Qanater,ريفية,Agricultural Road,39,19.439999999999998,40.6,نعم,جاف
2023-12-31,19:55,Cairo,Zamalek,حضرية,Salah Salem St.,28,32.6,21.9,نعم,جاف
2022-03-22,23:24,Giza,Sheikh Zayed City,حضرية,Pyramids Road,49,15.6,21.7,لا,جاف
2025-02-07,15:43,Giza,Agouza,حضرية,El-Lebbini St.,67,39.1,17.0,نعم,مبلل
2024-09-30,08:50,Alexandria,Montazah,حضرية,Kafr Abdou St.,74,29.3,26.0,نعم,جاف
2025-05-06,15:21,Cairo,Gesr El Suez,صناعية,Ring Road,16,27.4,34.7,نعم,مبلل
2024-05-04,15:32,Qalyubia,Khanka,ريفية,Banha Bypass,38,21.7,27.9,نعم,مبلل
2024-12-21,14:31,Assiut,Assiut First,حضرية,Assiut Western Bridge,15,15.7,15.3,لا,مبلل
2022-08-04,12:01,Cairo,Downtown,حضرية,15th of May Bridge,60,18.0,16.7,نعم,جاف
2022-07-16,08:09,Giza,Sheikh Zayed City,حضرية,El Bahr El Aazam St.,54,22.6,18.0,نعم,جاف
2022-01-12,09:14,Cairo,Nasr City,حضرية,Al Azhar St.,22,29.5,15.4,نعم,جاف
2023-03-02,16:09,Beheira,Rashid,ريفية,Damanhour-Rashid Road,22,16.3,27.4,نعم,جاف
2023-12-26,22:36,Monufia,Menouf,ريفية,Tala-Sadat Road,17,11.1,41.6,لا,تحت الصيانة
2023-06-01,15:12,Cairo,Heliopolis,حضرية,Ring Road,41,34.4,17.4,نعم,جاف
2024-10-12,19:22,Cairo,Gesr El Suez,صناعية,Al Mehwar Al Markazy,34,23.2,26.7,نعم,جاف
2025-05-03,18:29,Dakahlia,Mansoura,حضرية,Bilqas Coastal Road,73,32.3,28.5,نعم,جاف
2022-04-07,12:08,Alexandria,Roushdy,حضرية,Abu Qir Road,72,18.48,23.4,نعم,جاف
2022-11-05,09:45,Giza,Haram,حضرية,Ring Road (Giza Section),42,22.5,21.1,نعم,جاف
2024-06-13,23:28,Cairo,Downtown,حضرية,Autostrad Road,40,15.7,21.9,لا,جاف
2022-12-30,12:18,Giza,6th October City,حضرية,Alexandria Desert Road,60,15.4,25.3,نعم,جاف
2022-06-11,15:03,Cairo,Heliopolis,حضرية,Autostrad Road,46,29.7,25.7,نعم,جاف
2024-03-12,06:37,Giza,6th October City,حضرية,26th of July Corridor,62,19.439999999999998,20.3,لا,جاف
2024-04-19,21:18,Qalyubia,Qalyub,صناعية,Qalyub Main St.,50,16.9,25.9,لا,جاف
2023-04-03,08:28,Cairo,Zeitoun,حضرية,Al Fangari Bridge,79,29.279999999999998,27.5,نعم,مبلل
2023-01-24,21:36,Ismailia,First District,حضرية,Suez Canal Road,62,18.3,28.6,لا,جاف
2024-12-20,12:29,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,67,16.5,18.4,نعم,جاف
2023-01-15,16:12,Giza,Faisal,حضرية,Faisal Road,15,33.8,26.8,نعم,مبلل
2023-09-26,15:01,Ismailia,First District,حضرية,Suez Canal Road,28,30.8,22.9,نعم,جاف
2023-04-25,16:18,Alexandria,Miami,حضرية,Sidi Gaber Road,78,32.9,22.6,نعم,جاف
2023-03-28,15:00,Ismailia,First District,حضرية,El Thawra St.,60,36.36,23.5,نعم,جاف
2024-10-20,02:23,Alexandria,Glim,حضرية,Corniche Road,35,16.3,16.5,لا,جاف
2023-10-12,07:41,Alexandria,Stanley,حضرية,Abu Qir Road,28,22.3,26.0,نعم,مبلل
2024-10-30,19:28,Alexandria,San Stefano,حضرية,Stanley Bridge,35,36.9,22.1,نعم,جاف
2022-03-21,03:27,Giza,Dokki,حضرية,El Bahr El Aazam St.,26,18.4,25.8,لا,جاف
2024-09-11,03:29,Cairo,Heliopolis,حضرية,Ramses St.,51,17.4,20.7,لا,مبلل
2025-01-14,20:01,Alexandria,Glim,حضرية,Stanley Bridge,22,16.9,28.9,لا,جاف
2024-04-29,20:39,Giza,Haram,حضرية,Alexandria Desert Road,39,16.0,29.3,لا,جاف
2025-08-05,18:46,Cairo,Gesr El Suez,صناعية,Salah Salem St.,11,27.9,26.9,نعم,جاف
2024-03-22,12:35,Cairo,Zamalek,حضرية,Salah Salem St.,59,23.16,19.1,نعم,جاف
2023-11-11,16:17,Cairo,Zeitoun,حضرية,6th October Bridge,38,37.7,21.9,نعم,جاف
2025-04-09,16:02,Alexandria,Roushdy,حضرية,Miami Beach Road,65,32.7,21.1,نعم,تحت الصيانة
2024-08-02,12:26,Cairo,Nasr City,حضرية,Autostrad Road,58,19.3,17.2,نعم,مبلل
2022-11-23,16:06,Sharqia,Kafr Saqr,ريفية,Zagazig-Bilbeis Road,33,20.4,31.4,نعم,مبلل
2024-01-14,18:37,Cairo,Downtown,حضرية,15th of May Bridge,75,33.4,29.1,نعم,جاف
2024-03-10,17:40,Alexandria,Stanley,حضرية,Stanley Bridge,71,43.8,16.9,نعم,جاف
2023-03-31,17:41,Cairo,Shubra,حضرية,Ring Road,64,47.4,23.8,نعم,جاف
2024-08-16,17:20,Alexandria,Montazah,حضرية,Gamal Abdel Nasser St.,73,32.3,17.1,نعم,مبلل
2023-01-29,19:38,Cairo,Nasr City,حضرية,Al Azhar St.,35,30.0,24.5,نعم,مبلل
2023-10-27,16:57,Cairo,Shubra,حضرية,Ramses St.,70,30.5,27.7,نعم,جاف
2022-10-20,16:55,Giza,6th October City,حضرية,Pyramids Road,55,37.4,17.7,نعم,تحت الصيانة
2023-06-22,16:15,Cairo,Gesr El Suez,صناعية,6th October Bridge,33,27.4,24.1,نعم,مبلل
2022-08-13,07:12,Alexandria,Miami,حضرية,Kafr Abdou St.,30,26.7,25.3,نعم,جاف
2024-12-02,10:32,Alexandria,San Stefano,حضرية,Abu Qir Road,46,15.3,19.0,لا,جاف
2023-10-24,19:47,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,36,37.2,15.7,نعم,مبلل
2024-03-18,17:32,Giza,Haram,حضرية,Pyramids Road,80,33.72,25.8,نعم,جاف
2025-06-14,22:22,Cairo,Shubra,حضرية,Ring Road,48,19.6,23.8,لا,جاف
2023-06-24,12:50,Alexandria,Miami,حضرية,Stanley Bridge,22,18.0,26.0,نعم,مبلل
2022-04-27,09:33,Alexandria,San Stefano,حضرية,Corniche Road,78,29.16,27.9,نعم,جاف
2023-02-20,06:22,Alexandria,Miami,حضرية,El-Horreya Ave,42,18.4,26.7,لا,جاف
2024-11-18,17:20,Giza,6th October City,حضرية,Faisal Road,49,34.8,27.5,نعم,جاف
2025-04-09,17:36,Alexandria,Smouha,حضرية,Sidi Gaber Road,56,37.9,28.8,نعم,جاف
2022-07-24,19:52,Cairo,Zeitoun,حضرية,Al Fangari Bridge,47,34.4,22.8,نعم,جاف
2023-08-09,00:06,Cairo,Gesr El Suez,صناعية,Nasr Road,48,12.3,32.5,لا,مبلل
2023-11-01,01:58,Cairo,Zamalek,حضرية,Al Mehwar Al Markazy,68,16.6,19.1,لا,جاف
2023-09-07,22:05,Alexandria,Roushdy,حضرية,Miami Beach Road,19,15.5,20.7,لا,جاف
2023-08-13,08:05,Giza,Agouza,حضرية,Ring Road (Giza Section),59,28.9,15.5,نعم,جاف
2024-04-23,16:53,Cairo,Downtown,حضرية,Suez Road,34,28.4,25.3,نعم,جاف
2024-01-10,07:36,Giza,Haram,حضرية,Ring Road (Giza Section),47,22.8,28.3,نعم,جاف
2022-05-24,09:16,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,55,26.2,27.7,نعم,جاف
2025-02-26,23:36,Giza,Dokki,حضرية,26th of July Corridor,67,17.2,17.7,لا,جاف
2024-04-29,23:25,Giza,Dokki,حضرية,El-Lebbini St.,65,17.1,23.3,لا,جاف
2024-02-26,17:14,Cairo,Nasr City,حضرية,Salah Salem St.,49,28.2,24.7,نعم,مبلل
2024-10-03,20:11,Cairo,Heliopolis,حضرية,15th of May Bridge,50,19.9,15.5,لا,جاف
2024-07-17,19:38,Cairo,Downtown,حضرية,Suez Road,76,28.9,17.0,نعم,جاف
2023-01-10,08:09,Alexandria,Roushdy,حضرية,Abu Qir Road,60,28.3,18.7,نعم,جاف
2023-07-23,09:33,Cairo,Nasr City,حضرية,Autostrad Road,39,24.9,24.1,نعم,جاف
2024-02-21,12:49,Cairo,Nasr City,حضرية,Ramses St.,78,16.7,22.3,نعم,جاف
2025-09-15,07:53,Qalyubia,Toukh,ريفية,Shubra-Banha Road,25,12.7,27.5,نعم,جاف
2025-06-11,20:23,Cairo,Shubra,حضرية,Ramses St.,37,19.6,16.1,لا,جاف
2024-06-10,18:07,Dakahlia,Talkha,حضرية,Gamaleya Road,75,30.6,17.0,نعم,جاف
2025-05-12,16:00,Alexandria,San Stefano,حضرية,Kafr Abdou St.,49,33.6,27.1,نعم,جاف
2022-11-29,02:49,Giza,6th October City,حضرية,Ring Road (Giza Section),21,17.1,19.6,لا,مبلل
2023-01-20,16:30,Alexandria,Roushdy,حضرية,Kafr Abdou St.,77,28.3,27.4,نعم,جاف
2024-01-23,17:47,Cairo,Gesr El Suez,صناعية,Al Fangari Bridge,38,26.1,22.1,نعم,جاف
2023-12-01,13:45,Cairo,Gesr El Suez,صناعية,15th of May Bridge,47,12.9,23.7,لا,جاف
2023-01-26,14:22,Giza,Faisal,حضرية,Giza Square,66,19.4,26.9,لا,تحت الصيانة
2023-02-12,21:43,Cairo,Zeitoun,حضرية,Al Azhar St.,68,16.8,16.9,لا,مبلل
2022-09-03,06:09,Alexandria,Roushdy,حضرية,Sidi Gaber Road,37,16.1,26.7,لا,جاف
2024-02-22,20:18,Alexandria,Sidi Gaber,حضرية,El-Horreya Ave,28,17.1,20.7,لا,جاف
2023-04-29,08:29,Cairo,Shubra,حضرية,Al Fangari Bridge,54,23.3,25.3,نعم,تحت الصيانة
2023-06-07,10:05,Cairo,Downtown,حضرية,Autostrad Road,28,17.4,26.6,لا,مبلل
2023-04-24,06:47,Giza,Sheikh Zayed City,حضرية,El Bahr El Aazam St.,25,16.7,29.1,لا,تحت الصيانة
2025-02-01,09:20,Giza,Faisal,حضرية,El Mansoureya Road,61,27.6,18.7,نعم,جاف
2024-09-10,06:27,Alexandria,Glim,حضرية,El-Horreya Ave,56,15.0,20.1,لا,جاف
2022-03-19,19:32,Monufia,Quesna,صناعية,Quesna Industrial St.,31,29.1,23.0,نعم,جاف
2025-08-13,16:41,Cairo,Heliopolis,حضرية,Autostrad Road,56,33.8,25.0,نعم,جاف
2022-12-26,16:01,Cairo,Maadi,حضرية,Ramses St.,26,35.2,17.2,نعم,جاف
2023-02-05,15:18,Giza,Sheikh Zayed City,حضرية,El Mansoureya Road,53,33.3,28.6,نعم,جاف
2024-08-20,16:20,Giza,Dokki,حضرية,Faisal Road,28,38.3,19.9,نعم,جاف
2022-06-15,14:37,Alexandria,Roushdy,حضرية,El-Montazah Bridge,38,18.4,24.8,لا,جاف
