نوع الحادث,زمن الحادث,تاريخ الحادث,محافظة الحادث,مدينة الحادث,زمن الانقاذ و حل المشكله
عطل فني,08:03,2022-03-31,Cairo,Gesr El Suez,173 دقيقة
ازدحام مروري,19:13,2022-03-21,Dakahlia,Bilqas,105 دقيقة
دهس مشاة,11:22,2023-07-23,Sharqia,Abu Kabir,228 دقيقة
حريق في السيارة,02:16,2022-02-26,Ismailia,Qantara Sharq,131 دقيقة
سقوط من ارتفاع,17:35,2024-09-15,Sohag,Sohag First,74 دقيقة
تصادم سيارات,07:51,2024-04-24,Giza,Agouza,134 دقيقة
ازدحام مروري,07:08,2022-07-21,Port Said,Dawahi,200 دقيقة
تصادم مع حيوان,09:21,2022-01-22,Qalyubia,Shibin El Qanater,105 دقيقة
انقلاب مركبة,21:58,2024-08-08,Sohag,Akhmim,108 دقيقة
تصادم سيارات,12:05,2023-05-07,Port Said,Arab,228 دقيقة
ازدحام مروري,08:38,2024-03-13,Giza,Agouza,33 دقيقة
ازدحام مروري,17:57,2024-12-25,Sharqia,Bilbeis,125 دقيقة
عطل فني,19:42,2023-08-01,Ismailia,Sheikh Zayed,46 دقيقة
تصادم سيارات,07:40,2024-04-22,Qalyubia,Qalyub,230 دقيقة
غرق مركبة,08:35,2022-07-29,Monufia,Berket El Sabaa,112 دقيقة
ازدحام مروري,05:03,2023-06-13,Monufia,Bagour,31 دقيقة
غرق مركبة,07:31,2023-01-08,Assiut,Assiut First,98 دقيقة
انقلاب مركبة,17:24,2023-12-12,Alexandria,Montazah,155 دقيقة
غرق مركبة,07:41,2022-01-12,Qalyubia,Khanka,125 دقيقة
حريق في السيارة,08:44,2023-08-03,Sharqia,Minya Al Qamh,110 دقيقة
حادث دراجة نارية,09:16,2023-12-18,Beheira,Kafr El Dawar,153 دقيقة
عطل فني,21:07,2022-10-28,Aswan,Aswan First,232 دقيقة
سقوط من ارتفاع,18:12,2023-08-13,Ismailia,First District,55 دقيقة
سقوط من ارتفاع,02:32,2024-10-28,Port Said,Arab,62 دقيقة
حريق في السيارة,16:50,2023-06-07,Sohag,Maragha,182 دقيقة
حريق في السيارة,09:53,2022-08-06,Alexandria,Montazah,165 دقيقة
غرق مركبة,07:32,2024-02-17,Giza,Dokki,181 دقيقة
عطل فني,19:45,2024-06-07,Alexandria,Miami,38 دقيقة
انقلاب مركبة,16:46,2023-01-07,Assiut,Qusiya,94 دقيقة
دهس مشاة,04:29,2024-10-18,Sharqia,Zagazig,143 دقيقة
انقلاب مركبة,19:56,2024-04-27,Giza,Agouza,187 دقيقة
سقوط من ارتفاع,07:28,2022-04-08,Luxor,Armant,80 دقيقة
دهس مشاة,08:05,2023-02-11,Sharqia,Abu Kabir,90 دقيقة
تصادم سيارات,07:58,2023-03-15,Monufia,Menouf,138 دقيقة
دهس مشاة,18:34,2024-06-30,Aswan,Nasr Nubia,161 دقيقة
غرق مركبة,18:21,2022-04-21,Dakahlia,Mit Ghamr,165 دقيقة
حادث دراجة نارية,04:21,2022-06-27,Ismailia,Qantara Sharq,175 دقيقة
غرق مركبة,09:13,2023-11-11,Luxor,Armant,145 دقيقة
تصادم سيارات,08:49,2022-05-01,Alexandria,Roushdy,34 دقيقة
دهس مشاة,03:47,2024-11-29,Dakahlia,Mansoura,119 دقيقة
دهس مشاة,08:16,2023-04-18,Giza,Haram,131 دقيقة
غرق مركبة,19:38,2022-04-17,Monufia,Shebin El Kom,70 دقيقة
ازدحام مروري,22:38,2023-12-13,Alexandria,Sidi Gaber,197 دقيقة
عطل فني,18:35,2023-09-27,Port Said,Arab,138 دقيقة
انقلاب مركبة,08:51,2024-02-09,Qalyubia,Shibin El Qanater,86 دقيقة
دهس مشاة,08:52,2023-04-06,Sharqia,Minya Al Qamh,28 دقيقة
عطل فني,09:04,2024-04-21,Cairo,Nasr City,117 دقيقة
حادث دراجة نارية,19:16,2022-09-03,Alexandria,Sidi Gaber,232 دقيقة
تصادم مع حيوان,16:59,2024-04-09,Beheira,Abu Hummus,52 دقيقة
تصادم مع حيوان,21:16,2024-07-05,Beheira,Rashid,155 دقيقة
سقوط من ارتفاع,22:09,2023-01-02,Minya,Samalut,104 دقيقة
حادث دراجة نارية,07:37,2022-12-17,Cairo,Zeitoun,138 دقيقة
عطل فني,09:16,2023-08-18,Sohag,Girga,10 دقيقة
سقوط من ارتفاع,09:35,2022-02-17,Monufia,Berket El Sabaa,70 دقيقة
غرق مركبة,08:45,2022-06-26,Monufia,Shebin El Kom,238 دقيقة
انقلاب مركبة,16:36,2024-05-21,Minya,Maghaghah,134 دقيقة
حريق في السيارة,05:20,2023-11-23,Minya,Deir Mawas,12 دقيقة
سقوط من ارتفاع,21:25,2023-10-22,Alexandria,Glim,46 دقيقة
دهس مشاة,19:24,2024-09-14,Monufia,Shebin El Kom,120 دقيقة
حريق في السيارة,03:52,2023-06-30,Dakahlia,Mit Ghamr,98 دقيقة
حادث دراجة نارية,01:10,2024-09-07,Giza,Agouza,157 دقيقة
عطل فني,09:38,2022-12-20,Port Said,Sharq,186 دقيقة
ازدحام مروري,21:08,2022-02-08,Monufia,Menouf,78 دقيقة
عطل فني,08:17,2023-05-22,Aswan,Edfu,234 دقيقة
حادث دراجة نارية,09:42,2022-02-01,Aswan,Aswan First,102 دقيقة
حادث دراجة نارية,21:28,2022-03-08,Monufia,Bagour,105 دقيقة
حادث دراجة نارية,21:57,2023-07-06,Cairo,Shubra,203 دقيقة
حادث دراجة نارية,12:01,2022-07-09,Sharqia,Minya Al Qamh,226 دقيقة
انقلاب مركبة,09:32,2022-06-06,Aswan,Edfu,192 دقيقة
دهس مشاة,08:42,2024-02-21,Monufia,Berket El Sabaa,131 دقيقة
تصادم سيارات,17:16,2024-08-19,Giza,Imbaba,123 دقيقة
عطل فني,12:01,2022-12-04,Beheira,Kafr El Dawar,67 دقيقة
دهس مشاة,17:52,2023-02-28,Cairo,Nasr City,25 دقيقة
غرق مركبة,15:46,2023-08-11,Sohag,Girga,128 دقيقة
تصادم سيارات,19:28,2024-11-05,Aswan,Edfu,169 دقيقة
تصادم مع حيوان,17:13,2022-01-06,Qalyubia,Banha,159 دقيقة
تصادم سيارات,18:50,2024-05-09,Sohag,Sohag First,114 دقيقة
سقوط من ارتفاع,19:55,2024-04-27,Qalyubia,Shibin El Qanater,132 دقيقة
حريق في السيارة,07:08,2024-03-11,Aswan,Aswan First,117 دقيقة
عطل فني,22:33,2023-09-08,Sohag,Tahta,155 دقيقة
ازدحام مروري,16:02,2022-06-19,Qalyubia,Banha,12 دقيقة
غرق مركبة,19:37,2023-02-17,Sohag,Sohag First,97 دقيقة
ازدحام مروري,13:25,2024-03-12,Ismailia,Qantara Sharq,23 دقيقة
انقلاب مركبة,05:26,2024-12-13,Assiut,Dayrout,73 دقيقة
تصادم سيارات,17:30,2022-09-28,Minya,Deir Mawas,169 دقيقة
عطل فني,16:06,2024-08-12,Qalyubia,Banha,90 دقيقة
تصادم سيارات,03:21,2022-03-04,Sharqia,Abu Kabir,128 دقيقة
تصادم مع حيوان,09:31,2023-10-26,Sohag,Sohag First,13 دقيقة
انقلاب مركبة,19:55,2023-05-22,Qalyubia,Qalyub,144 دقيقة
حريق في السيارة,17:44,2023-06-29,Assiut,Qusiya,68 دقيقة
حادث دراجة نارية,17:18,2022-09-07,Assiut,Manfalout,195 دقيقة
سقوط من ارتفاع,13:50,2022-09-09,Giza,Haram,103 دقيقة
ازدحام مروري,20:00,2022-10-21,Minya,Deir Mawas,169 دقيقة
غرق مركبة,09:41,2022-02-24,Assiut,Abnoub,157 دقيقة
عطل فني,18:15,2022-08-06,Assiut,Dayrout,105 دقيقة
تصادم مع حيوان,10:57,2022-11-25,Monufia,Shebin El Kom,206 دقيقة
دهس مشاة,02:06,2023-08-14,Luxor,Armant,80 دقيقة
تصادم سيارات,09:47,2023-09-15,Qalyubia,Shibin El Qanater,189 دقيقة
تصادم مع حيوان,19:44,2022-01-04,Alexandria,Roushdy,144 دقيقة
دهس مشاة,18:03,2023-10-08,Assiut,Abnoub,81 دقيقة
غرق مركبة,06:04,2022-09-16,Sohag,Maragha,104 دقيقة
دهس مشاة,18:00,2024-01-30,Minya,Maghaghah,104 دقيقة
حادث دراجة نارية,08:03,2023-10-03,Monufia,Shebin El Kom,165 دقيقة
غرق مركبة,08:09,2024-08-11,Giza,Imbaba,76 دقيقة
انقلاب مركبة,17:05,2022-01-22,Port Said,Manakh,238 دقيقة
دهس مشاة,07:35,2022-01-17,Alexandria,Glim,133 دقيقة
تصادم مع حيوان,17:27,2022-04-14,Cairo,Heliopolis,137 دقيقة
ازدحام مروري,16:35,2022-03-31,Dakahlia,Talkha,238 دقيقة
غرق مركبة,18:10,2022-03-05,Luxor,Luxor First,237 دقيقة
عطل فني,19:44,2022-08-24,Beheira,Kafr El Dawar,117 دقيقة
غرق مركبة,12:42,2022-09-14,Assiut,Assiut First,46 دقيقة
حادث دراجة نارية,18:50,2023-09-14,Luxor,Luxor First,105 دقيقة
ازدحام مروري,16:00,2023-07-28,Dakahlia,Dikirnis,54 دقيقة
عطل فني,19:34,2023-06-21,Ismailia,First District,219 دقيقة
انقلاب مركبة,13:03,2024-09-06,Ismailia,First District,95 دقيقة
حريق في السيارة,06:25,2023-10-23,Alexandria,Sidi Gaber,123 دقيقة
دهس مشاة,12:35,2024-03-29,Assiut,Manfalout,191 دقيقة
تصادم مع حيوان,16:06,2023-03-10,Sharqia,Abu Kabir,68 دقيقة
تصادم مع حيوان,19:15,2023-09-09,Monufia,Menouf,93 دقيقة
تصادم مع حيوان,02:31,2022-01-20,Cairo,Shubra,175 دقيقة
دهس مشاة,02:54,2022-04-27,Sohag,Tahta,27 دقيقة
حادث دراجة نارية,11:39,2022-03-28,Cairo,Zeitoun,136 دقيقة
دهس مشاة,19:55,2024-11-13,Sohag,Tahta,214 دقيقة
عطل فني,16:02,2024-05-17,Alexandria,Montazah,225 دقيقة
ازدحام مروري,16:36,2023-08-28,Dakahlia,Bilqas,114 دقيقة
غرق مركبة,12:08,2023-05-07,Ismailia,First District,191 دقيقة
دهس مشاة,19:57,2024-08-08,Luxor,Esna,183 دقيقة
غرق مركبة,19:34,2022-02-17,Beheira,Kafr El Dawar,76 دقيقة
عطل فني,23:16,2024-10-05,Alexandria,Sidi Gaber,66 دقيقة
سقوط من ارتفاع,05:32,2022-01-24,Aswan,Kom Ombo,228 دقيقة
دهس مشاة,10:03,2022-12-12,Port Said,Sharq,231 دقيقة
تصادم مع حيوان,09:14,2023-08-28,Dakahlia,Bilqas,155 دقيقة
غرق مركبة,17:02,2022-11-26,Alexandria,Montazah,47 دقيقة
غرق مركبة,07:02,2022-06-08,Beheira,Abu Hummus,181 دقيقة
تصادم مع حيوان,15:51,2022-02-18,Sharqia,Kafr Saqr,79 دقيقة
دهس مشاة,02:02,2024-01-02,Aswan,Nasr Nubia,238 دقيقة
تصادم مع حيوان,18:08,2023-12-04,Sohag,Maragha,59 دقيقة
انقلاب مركبة,18:42,2023-05-02,Monufia,Shebin El Kom,176 دقيقة
حريق في السيارة,16:58,2023-01-17,Sharqia,Zagazig,40 دقيقة
سقوط من ارتفاع,00:43,2022-02-16,Minya,Deir Mawas,112 دقيقة
انقلاب مركبة,19:44,2023-12-01,Ismailia,Sheikh Zayed,154 دقيقة
حريق في السيارة,07:47,2023-06-26,Sharqia,Abu Kabir,49 دقيقة
ازدحام مروري,17:55,2023-08-31,Port Said,Arab,49 دقيقة
عطل فني,11:20,2022-12-16,Dakahlia,Mansoura,152 دقيقة
عطل فني,17:31,2023-08-28,Ismailia,Qantara Sharq,186 دقيقة
غرق مركبة,17:01,2024-02-05,Alexandria,Glim,33 دقيقة
حريق في السيارة,08:20,2023-10-16,Sohag,Girga,188 دقيقة
تصادم سيارات,17:41,2024-09-27,Alexandria,Glim,144 دقيقة
حادث دراجة نارية,17:44,2023-12-05,Monufia,Menouf,78 دقيقة
عطل فني,16:00,2024-07-09,Assiut,Qusiya,62 دقيقة
ازدحام مروري,07:24,2023-08-28,Ismailia,Arbaeen,75 دقيقة
ازدحام مروري,07:32,2023-12-29,Ismailia,First District,217 دقيقة
حريق في السيارة,07:22,2024-09-14,Minya,Beni Mazar,104 دقيقة
تصادم مع حيوان,03:32,2022-04-12,Aswan,Aswan First,218 دقيقة
تصادم سيارات,19:28,2022-09-19,Ismailia,Sheikh Zayed,87 دقيقة
غرق مركبة,19:14,2023-07-01,Beheira,Abu Hummus,69 دقيقة
غرق مركبة,06:28,2023-08-04,Qalyubia,Banha,130 دقيقة
انقلاب مركبة,12:35,2024-03-05,Giza,Faisal,104 دقيقة
حادث دراجة نارية,16:05,2023-10-19,Sohag,Girga,91 دقيقة
عطل فني,16:22,2023-01-04,Beheira,Abu Hummus,194 دقيقة
تصادم مع حيوان,20:44,2022-11-17,Giza,Haram,60 دقيقة
تصادم مع حيوان,08:29,2023-07-21,Ismailia,First District,157 دقيقة
انقلاب مركبة,15:03,2024-04-23,Port Said,Dawahi,81 دقيقة
حريق في السيارة,17:16,2024-11-28,Beheira,Abu Hummus,27 دقيقة
غرق مركبة,19:40,2022-08-30,Port Said,Dawahi,158 دقيقة
سقوط من ارتفاع,13:43,2024-11-01,Aswan,Aswan First,116 دقيقة
دهس مشاة,09:32,2022-06-15,Cairo,Maadi,111 دقيقة
سقوط من ارتفاع,09:31,2024-07-20,Port Said,Arab,69 دقيقة
حادث دراجة نارية,19:00,2023-02-25,Dakahlia,Bilqas,12 دقيقة
عطل فني,11:57,2024-10-10,Port Said,Arab,123 دقيقة
غرق مركبة,07:33,2023-07-27,Dakahlia,Dikirnis,32 دقيقة
تصادم مع حيوان,18:15,2024-11-25,Monufia,Menouf,230 دقيقة
دهس مشاة,08:11,2024-03-13,Ismailia,Sheikh Zayed,232 دقيقة
دهس مشاة,07:24,2022-08-04,Dakahlia,Mansoura,203 دقيقة
حادث دراجة نارية,16:59,2023-08-19,Luxor,Esna,73 دقيقة
دهس مشاة,19:50,2022-04-17,Aswan,Kom Ombo,83 دقيقة
تصادم مع حيوان,07:24,2023-02-13,Cairo,Zeitoun,144 دقيقة
انقلاب مركبة,08:44,2023-10-08,Luxor,Armant,184 دقيقة
سقوط من ارتفاع,19:52,2023-08-13,Sharqia,Minya Al Qamh,160 دقيقة
انقلاب مركبة,17:45,2023-08-17,Alexandria,Glim,76 دقيقة
ازدحام مروري,22:01,2023-08-07,Assiut,Assiut First,62 دقيقة
تصادم مع حيوان,16:46,2024-02-23,Port Said,Arab,105 دقيقة
تصادم سيارات,18:55,2023-10-25,Sharqia,Abu Kabir,227 دقيقة
حريق في السيارة,16:04,2022-04-25,Aswan,Edfu,130 دقيقة
سقوط من ارتفاع,08:36,2024-05-12,Sharqia,Bilbeis,171 دقيقة
حادث دراجة نارية,16:03,2024-10-10,Qalyubia,Qalyub,49 دقيقة
انقلاب مركبة,23:26,2024-01-14,Minya,Samalut,165 دقيقة
غرق مركبة,08:01,2023-04-24,Sohag,Tahta,134 دقيقة
ازدحام مروري,19:33,2022-02-26,Aswan,Kom Ombo,47 دقيقة
دهس مشاة,08:46,2023-11-03,Sharqia,Kafr Saqr,103 دقيقة
سقوط من ارتفاع,07:08,2023-10-30,Aswan,Edfu,135 دقيقة
سقوط من ارتفاع,17:30,2022-10-05,Sohag,Girga,129 دقيقة
عطل فني,08:35,2022-02-18,Monufia,Berket El Sabaa,143 دقيقة
حريق في السيارة,18:43,2023-04-11,Luxor,Qurna,16 دقيقة
حريق في السيارة,18:29,2023-09-01,Port Said,Sharq,56 دقيقة
تصادم مع حيوان,05:57,2022-10-06,Minya,Maghaghah,176 دقيقة
حريق في السيارة,19:54,2022-08-01,Sharqia,Minya Al Qamh,172 دقيقة
دهس مشاة,18:32,2023-03-09,Dakahlia,Talkha,41 دقيقة
انقلاب مركبة,09:09,2022-11-20,Giza,Agouza,72 دقيقة
تصادم مع حيوان,08:22,2024-11-17,Sohag,Akhmim,93 دقيقة
عطل فني,19:18,2024-12-16,Aswan,Edfu,87 دقيقة
دهس مشاة,18:31,2024-03-01,Assiut,Manfalout,137 دقيقة
حريق في السيارة,04:50,2023-11-13,Sharqia,Minya Al Qamh,204 دقيقة
تصادم سيارات,09:53,2022-08-09,Port Said,Arab,220 دقيقة
انقلاب مركبة,07:20,2024-05-01,Dakahlia,Dikirnis,236 دقيقة
تصادم سيارات,08:43,2022-02-25,Sohag,Akhmim,27 دقيقة
تصادم مع حيوان,17:50,2022-11-07,Cairo,Shubra,59 دقيقة
سقوط من ارتفاع,19:04,2024-11-10,Qalyubia,Qalyub,141 دقيقة
ازدحام مروري,18:08,2023-07-15,Cairo,Nasr City,38 دقيقة
حادث دراجة نارية,08:52,2024-03-22,Aswan,Kom Ombo,202 دقيقة
انقلاب مركبة,14:01,2024-06-03,Assiut,Dayrout,97 دقيقة
حادث دراجة نارية,00:17,2024-03-09,Sharqia,Faqus,21 دقيقة
حريق في السيارة,18:43,2023-01-06,Ismailia,Qantara Sharq,151 دقيقة
دهس مشاة,17:59,2024-06-30,Ismailia,Qantara Sharq,25 دقيقة
دهس مشاة,11:57,2022-04-11,Monufia,Bagour,143 دقيقة
دهس مشاة,17:18,2023-06-22,Monufia,Quesna,17 دقيقة
حريق في السيارة,17:17,2022-12-30,Dakahlia,Bilqas,81 دقيقة
انقلاب مركبة,09:53,2023-03-06,Dakahlia,Bilqas,219 دقيقة
غرق مركبة,19:19,2023-07-22,Alexandria,Montazah,209 دقيقة
تصادم سيارات,18:09,2024-11-26,Ismailia,Sheikh Zayed,70 دقيقة
انقلاب مركبة,12:29,2022-04-08,Assiut,Abnoub,85 دقيقة
انقلاب مركبة,09:10,2023-10-06,Sohag,Akhmim,83 دقيقة
عطل فني,09:48,2022-05-21,Aswan,Kom Ombo,81 دقيقة
ازدحام مروري,18:43,2024-03-10,Aswan,Aswan First,137 دقيقة
ازدحام مروري,07:44,2023-12-25,Ismailia,Qantara Sharq,73 دقيقة
سقوط من ارتفاع,09:57,2022-10-29,Cairo,Gesr El Suez,128 دقيقة
انقلاب مركبة,07:10,2023-04-23,Ismailia,Arbaeen,160 دقيقة
عطل فني,07:04,2024-05-07,Qalyubia,Banha,65 دقيقة
عطل فني,17:37,2022-09-16,Ismailia,First District,37 دقيقة
دهس مشاة,16:44,2022-11-02,Giza,Haram,24 دقيقة
عطل فني,19:39,2022-08-22,Aswan,Kom Ombo,26 دقيقة
ازدحام مروري,09:14,2024-10-06,Assiut,Assiut First,166 دقيقة
عطل فني,21:56,2024-09-06,Sharqia,Minya Al Qamh,142 دقيقة
حادث دراجة نارية,12:28,2024-08-20,Assiut,Assiut First,158 دقيقة
حادث دراجة نارية,19:23,2023-03-08,Giza,Dokki,228 دقيقة
تصادم مع حيوان,20:24,2024-05-13,Cairo,Gesr El Suez,11 دقيقة
تصادم سيارات,02:12,2023-03-19,Cairo,Heliopolis,177 دقيقة
انقلاب مركبة,19:44,2023-05-24,Luxor,Luxor First,107 دقيقة
سقوط من ارتفاع,09:37,2022-12-26,Beheira,Damanhour,34 دقيقة
انقلاب مركبة,19:40,2023-01-29,Sohag,Akhmim,11 دقيقة
تصادم مع حيوان,19:16,2024-08-24,Assiut,Manfalout,72 دقيقة
غرق مركبة,17:47,2023-09-04,Minya,Samalut,126 دقيقة
تصادم سيارات,08:14,2023-07-04,Minya,Mallawi,146 دقيقة
دهس مشاة,08:49,2023-02-23,Cairo,Nasr City,205 دقيقة
دهس مشاة,07:46,2023-02-06,Cairo,Gesr El Suez,97 دقيقة
دهس مشاة,18:06,2024-01-12,Qalyubia,Banha,106 دقيقة
ازدحام مروري,07:08,2022-01-13,Minya,Mallawi,95 دقيقة
غرق مركبة,09:53,2022-04-03,Qalyubia,Qalyub,200 دقيقة
غرق مركبة,18:53,2023-04-12,Alexandria,Miami,85 دقيقة
سقوط من ارتفاع,00:51,2022-11-02,Assiut,Assiut First,94 دقيقة
ازدحام مروري,07:35,2024-05-03,Dakahlia,Mansoura,131 دقيقة
انقلاب مركبة,17:29,2023-02-21,Cairo,Heliopolis,102 دقيقة
ازدحام مروري,16:26,2023-10-26,Beheira,Damanhour,43 دقيقة
تصادم مع حيوان,14:08,2024-01-31,Giza,Dokki,23 دقيقة
تصادم سيارات,18:44,2023-01-01,Sohag,Sohag First,64 دقيقة
حادث دراجة نارية,09:50,2022-10-20,Dakahlia,Bilqas,196 دقيقة
تصادم سيارات,19:07,2022-06-19,Aswan,Edfu,123 دقيقة
حريق في السيارة,19:33,2022-10-02,Giza,Haram,206 دقيقة
دهس مشاة,11:51,2022-11-06,Alexandria,Montazah,76 دقيقة
عطل فني,19:10,2022-05-17,Sharqia,Bilbeis,233 دقيقة
تصادم مع حيوان,12:58,2022-05-13,Beheira,Abu Hummus,177 دقيقة
حريق في السيارة,09:22,2024-09-04,Sohag,Tahta,22 دقيقة
غرق مركبة,15:40,2024-05-27,Minya,Mallawi,161 دقيقة
حريق في السيارة,09:52,2022-06-09,Luxor,Luxor First,151 دقيقة
انقلاب مركبة,09:27,2024-08-06,Ismailia,Arbaeen,123 دقيقة
انقلاب مركبة,17:33,2022-12-30,Beheira,Rashid,188 دقيقة
حريق في السيارة,16:49,2023-01-24,Sohag,Maragha,49 دقيقة
تصادم سيارات,08:39,2024-12-10,Sohag,Maragha,37 دقيقة
حريق في السيارة,23:56,2024-11-05,Aswan,Kom Ombo,19 دقيقة
حريق في السيارة,09:57,2023-04-26,Dakahlia,Mit Ghamr,30 دقيقة
حريق في السيارة,08:50,2024-02-08,Luxor,Luxor First,167 دقيقة
حريق في السيارة,17:27,2022-12-11,Alexandria,Miami,125 دقيقة
تصادم سيارات,18:51,2024-08-24,Sharqia,Minya Al Qamh,17 دقيقة
